제목,연수 분야,시간,후기,별점,날짜,가격
아이들의 내면이 단단해지는 격려수업,생활지도,15,"격려수업은 제 자신의 자존감 회복에 큰 도움을 주었습니다. 미처 생각해보지 않았던 나의 과거와 미래를 눈을 감고 생각해보며, 아픈 상처는 지금의 시각으로 흘려보내고, 내가 진정 원하는 방향으로 나의 미래를 생각해보는 좋은 시간이었습니다. 뜻하지 않은 나와의 만남이 나에게 새로운 회복의 길을 열어주었습니다. 내가 꿈이라고 생각했던 것들이 진정 내가 원하는 꿈이 아니었다는 것을 깨닫고 새롭게 방향을 설정하는 계기도 주었습니다. 또한, 학생과의 인터뷰내용을 보며 실제로 학생이 변화된 모습을 본 것이 감동적이었고, 실제 수업에도 꼭 활용해 보고 싶습니다. 수업내용이나 프로그램이 아니라, 선생님 자신의 자존감 회복과 이를 기반으로 한 학생과의 인격적인 대화 및 교류가 큰 감동을 주었습니다. 변화된 내가 충분히 숨고르기를 한 후, 새로운 시각으로 아이들을 바라볼 때 아이들과의 관계(진정한 만남및 대화)가 열리게 될 것을 기대합니다. 선생님이 단지 프로그램을 적용해서가 아니라, 선생님의 내면의 변화와 함께 격려수업이 이루어졌을 때, 학생의 충분한 자기 성찰과 변화를 함께 볼 수 있어서, 우리 아이들에게도 꼭 시도해보고 싶은 내용입니다. (학생들 앞에서 진솔한 선생님의 모습이 인상적이었어요^^)",5,2024-01-24,50000
아이들의 내면이 단단해지는 격려수업,생활지도,15,상담교사로 일하면서 학부모 민원으로 마음에 상처를 받았는데 2차로 관리자에게 더 큰 상처를 받게되어 너무 지쳐있는 제게 위로가 많이 된 연수입니다. 격려가 사람을 살리고 비남이 사람을 죽입니다. 저의 눈물을 닦아준 연수인것 같아 너무 감격입니다. 감사합니다,5,2024-01-10,50000
아이들의 내면이 단단해지는 격려수업,생활지도,15,"겨울 방학식을 끝내고 많이 지쳐있는 상태였는데, 이 연수를 2주 동안 들으며 제 자신이 격려 받고 마음이 치유되는 경험이었습니다. 솔직한 마음을 나누어 주신 연수 강사님들과 참여 선생님들, 그리고 특히 마지막에 출연했던 6학년 학생에게 정말 감사드립니다. 당장은 눈에 띄는 결과가 보이지 않는다 해도, 1년 동안 격려 수업을 진행해 본다면 아이들도, 교사도 서로 격려를 주고 받는 가운데 마음의 힘을 함께 키워나갈 수 있을 것이라 기대해 봅니다. 특히 연수 중에 '공동체 감각'이라는 개념이 참 좋았습니다^^",5,2024-01-07,50000
아이들의 내면이 단단해지는 격려수업,생활지도,15,"고학년 학생들에게 적용하면 좋을 것 같습니다. 학생들이 자신과 가족, 친구들, 선생님을 돌아보며 서로에게 위로와 격려를 전할 수 있는 활동이라 정말 좋았습니다.",5,2024-01-06,50000
아이들의 내면이 단단해지는 격려수업,생활지도,15,학생들과 일상생활속에서 마음을 나누는 수업이 될 것 같아요.,5,2024-01-04,50000
아이들의 내면이 단단해지는 격려수업,생활지도,15,연수에 참여하신 선생님들의 찐 나눔이 마음에 감동을 줍니다 각자의 자리에서 최선을 다하시는 분들이라 느껴졌어요 강사님들의 강의도 물론 좋았구요 한해 프로젝트로 학급에서 실천해보리라 다짐해 봅니다,5,2023-12-29,50000
한석준의 스피치,자기계발,15,아이들과 부분적으로 같이 들었더니 자신의 발표 태도를 잘 되돌아보며 참고를 했습니다. 아나운서의 명료한 발음으로 강의 들으며 열심히 따라했습니다. 좋은 강의입니다,5,2024-06-05,50000
뜻밖의 일상 행복화실,자기계발,30,"그림의 기초를 배우는 계기가 되었고, 매일 하나씩 그려보는 시간이 힐링되고 즐거웠습니다.",5,2024-06-05,75000
뜻밖의 일상 행복화실,자기계발,30,"라인 드로잉, 색연필 드로잉, 수채화 드로잉을 통해 그림을 따라 그리는 것이 좋았습니다. 교실 속 뜻밖의 일상 행복화실을 통해 라인, 색연필, 수채화 드로잉을 동아리활동 시간에 따라그리기를 적용하는데 도움이 되었습니다.",5,2024-04-30,75000
뜻밖의 일상 행복화실,자기계발,30,그림 그리기에 자신감과 흥미가 떨어지는 아이에 대한 적절한 이해와 지도법으로 많은 도움이 되었습니다.,5,2024-04-21,75000
뜻밖의 일상 행복화실,자기계발,30,쉬운 과정부터 차근차근 설명하고 실제 그리는 시범을 보여주셔서 초보자도 이해하기 편한 친절한 연수였습니다. 매일 잠깐의 여유 시간을 만들어 꾸준히 복습할 생각입니다.,5,2024-01-22,75000
뜻밖의 일상 행복화실,자기계발,30,"겨울 방학, 내가 본 아름다운 것들을 그려보고 싶다는 그 마음을 오랜만에 떠올리며 두근거리는 마음으로 시작했습니다. 선생님의 격려로 30 차시를 열심히 따라하며 행복하게 마쳤습니다. 오랜만에 진심 열심히 참여한 연수였고 매일 수채화 도구를 택배로 기다리며 방학을 보냈습니다. 매일 그린 스케치와 과제를 두 딸에게 보이며 자랑도 하고요 평범한 일상이 모이면 비범한 예술이 된다는 말씀을 기억하며 2024년 열심히 해보겠습니다. 매일매일 그리고, 함께 그리고, 나누며 그리며... 올봄 새순이 돋아나면 산내에 가서 스케치을 하는 제 모습을 그려봅니다. 힘들지만 행복하게 살아가는 내 동반자를 만난 듯~ 힐링이 필요하신 분, 강추합니다. 감사합니다~~",5,2024-01-21,75000
뜻밖의 일상 행복화실,자기계발,30,"행복해지고 싶으세요? 그림 잘 그리고 싶으세요? 선생님도 잘 할 수 있습니다. 강사님의 이 말이 지금도 귓가에 맴도는, 그리고 오래도록 들려올 듯 합니다. 강사님의 강의를 따라가다 보면 내가 이미 그림그리기에 몰입되어 다 그릴 수 있을 것 같은 자신감이 생기고 다음 강의가 기다려져서 계속 진행할 수 밖에 없는 시간들이었습니다. 버킷리스트 중 스케치여행을 정말로 간단한 연필, 색연필, 펜만 가지고 훌쩍 떠날 수 있을 것 같아 생각만으로도 행복해지는 시간이었습니다. 매일의 일상이 늘 행복해질 수 있는 기적같은 취미가 될 수 있기를 소망해 보며, 힘든 교육현장의 많은 초등 선생님들 꼭 함께 ~~ 강추하는 연수입니다. 감사합니다.",5,2024-01-15,75000
뜻밖의 일상 행복화실,자기계발,30,"학생들과 생활하면서 내 자신의 감정에만 치중했었는데, 앞으로는 학생들 개개인의 감정에 대해 고민해 볼 수 있는 시간을 갖겠다.",5,2024-01-13,75000
뜻밖의 일상 행복화실,자기계발,30,바쁜 업무와 일상 속 작은 휴식,5,2023-12-27,75000
"기초학력의 첫걸음, 한글교육",학습지도,15,1학년 담임을 하면서 한글 교육연수를 받으니 아주 유익한 연수였다. 더 재미있게 한글 공부를 가르치는데 도움이 되겠다.,5,2024-06-05,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,기초학력에 어려움이 있는 학생 지도에 대해서 현장 적용 가능한 한글교육 연수가 넘유익하였습니다.,5,2024-05-09,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,한글교육을 체계적으로 하고 싶을 때 들으면 도움이 될 수 있을 것 같아요~! 특히 1학년 친구들이나 한글이 느려 도움이 많이 필요한 친구가 있는 학급에 큰 도움이 될 것 같아요~!,5,2024-04-18,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,"1학년 선생님 특히, 처음으로 1학년을 맡게 되신 선생님들께 강추하는 연수입니다. 어떻게 가르치면 될까 고민을 많이 했는데 박지희 선생님 연수를 듣고 나름 자신이 생겼습니다. 직접 가서 연수를 받고 싶을 만큼 흥미로운 연수였습니다.",5,2024-03-31,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,1학년 처음 맡았는데 아이들 한글지도를 어떻게 해야할지 큰 그림을 잡아주는 좋은 연수네요 :),5,2024-03-25,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,처음 하는 1학년 담임을 맞이 할 때 많은 도움이 되었습니다.,5,2024-03-14,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,입학초기 교육때 매우 잘 활용했습니다. 선생님의 강의를 들으니 대단한 내공이 느껴졌습니다.,5,2024-01-16,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,"1학년 담임을 하면서 한글지도의 다양한 방법을 알고 싶은 분께도 추천하고, 곧 학교에 입학하는 아이를 가진 선생님이 계신다면 그분께도 추천하고 싶은 연수입니다. 연수 교재도 만족합니다.",5,2024-01-15,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,기초학력 지도에 대한 두려움을 덜어주는 연수였습니다,5,2024-01-03,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,1학년을 준비하면서 꼭 들어야 할 필수 연수라고 생각합니다. 박지희 선생님의 핵심강의를 들을 수 있어서 매우 좋았습니다. 감사합니다.,5,2023-12-25,40000
"기초학력의 첫걸음, 한글교육",학습지도,15,초등학교 1학년을 맡는다면 다시 한번 꺼내볼만한 연수입니다.,5,2023-12-20,40000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"엑셀을 이용해야 하는 업무가 늘 부담이었는데, 이 연수를 통해 학교에서 사용하는 업무에 자신감이 생겼습니다.",5,2024-06-05,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"수강한 내용을 다양한 예제 연습을 통해 엑셀을 편하고 빠르게 학교 업무에 잘 활용하고 싶어 신청했는데, 강의 내용이 좋네요. 그런데, 학교에서 실제 사용하는 예제가 좀더 많으면 더 좋겠어요.",5,2024-06-02,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,평소 어렵게만 느껴졌던 엑셀에 대한 자신감을 가지게 해 주는 연수 !,5,2024-05-20,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,꼭 필요한 연수 쉽게 잘 배웠습니다. 감사합니다.,5,2024-05-20,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,잊지 않고 잘 활용하면 너무 유용할 것 같아요~ 감사합니다~,5,2024-05-13,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"엑셀은 왠지 열어보기도 두려운 문서였는데 용기를 내서 연수를 신청했고, 강의가 학교에서 실질적으로 사용하는 기능 위주로 차근차근 설명을 해주니 넘 유용했습니다. 강의 프롤로그에 연기자들이 학교 상황 열연을 펼치던데 넘 재밌었어요. 강사님이 강조했듯이 연습이 앞으로 정말 필요하겠다는 생각이 드네요. 두려움이 해소된 것만으로도 이 연수의 큰 수확입니다!",5,2024-05-12,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,이 강의를 듣느라 퇴근을 늦게 했지만 그래도 엑셀 능력치가 올라서 기분 좋습니다 근데 제가 경기도 교육청이라 한셀을 사용해야해서 그 점이 많이 불편했습니다. 참고하시기 바랍니다!,5,2024-05-07,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,늘어가는 업무량을 줄이고 싶어 듣게된 연수가 쉽고 따라할수 있는 강의라 너무 좋았습니다. 업무에 도움이되고 힘이되는 연수였습니다. 감사합니다.,5,2024-05-01,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"엑셀의 평소에 자신이 없어서 업무를 할 때 한계를 느꼈는데, 이번에 어느 정도 감을 잡고 숙제를 끝낸 기분입니다. 좋은 연수에요~",5,2024-04-22,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,재미있게 드라마형식으로 구성해주셔서 좋았어요. 엑셀하다 힘든 부분이 있었는데... 간자러운 곳 긁어주는듯이 강의 듣고 속시 시원했습니다.,5,2024-03-30,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,워드로 버티던 세월.. 이제는 엑셀로 좀 더 수월하게... 드가자 집에.,5,2024-03-29,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,교사 실무를 위해서는 꼭 들어야 하는 엑셀 연수입니다. 강추해요. 꼭 들어보세요,5,2024-02-27,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"엑셀에 대해서 정말 아무것도 몰랐는데, 기본적인 설정이나 함수는 이제 쓸 수 있을 것 같아요. 추천합니다!",5,2024-02-24,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,업무에 효율성을 높여줄 수 있는 엑셀을 좀 더 시간적 여유를 가지고 할 수 없어 아쉬웠지만 엑셀의 중요성을 깨닫는 좋은 기회가 되었습니다.,5,2024-02-22,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,엑셀을 평소에 많이 사용하지만 구석구석 숨겨진 꿀팁을 알 수 있어서 좋았습니다. 다양한 기능을 익힐 좋은 기회입니다. 온라인 시험은 조금만 더 가독성이 좋으면 좋겠습니다. 유익한 연수라서 만족합니다.,5,2024-02-19,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,"엑셀에 대해 자세하게 배우게 되어, 실무할 때 유용할듯합니다.",5,2024-02-19,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,엑셀의 기초부터 실무에서 많이 쓰이는 기능에 대한 연수로 도움이 많이 되었습니다.,5,2024-01-28,75000
"엑셀의 신, 학교에서 쓰는 쉬운 엑셀",ICT,30,학교에서 보직을 맡으면서 수많은 공문을 엑셀로 처리해야할 때가 많은데 엑셀의 기능에 대해서 자세히 알 수 있어서 아주 유익한 강의였습니다. 많이 연습해서 실무에 사용할 수 있도록 노력해야겠습니다.,5,2024-01-24,75000
